2025-09-08 15:10:03.116 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句32]: [tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp8, tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp9] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp13
2025-09-08 15:10:03.155 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句34]: [tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp8, tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp9] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp14
2025-09-08 15:10:03.206 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句36]: [tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp11, tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp9, ngdwd.ai_base_gantry_info, tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp12, tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp13, tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp14, tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp10] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp15
2025-09-08 15:10:03.221 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句37]: [ngdwd.ai_gantry_pass_dur_amount_m, tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp15] -> tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp15
2025-09-08 15:10:03.235 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句38]: [tmp.ai_gantry_pass_dur_amount_m__N0D_YYYYMMDD__tmp15] -> ngdwd.ai_gantry_pass_dur_amount_m
2025-09-08 15:10:03.236 [main] INFO  c.d.hive.lineage.SqlFileAnalysisMain - 正在使用 Catalyst 解析文件: hive_filter\ai_audit\ngdwd\sp_ai_gantry_picture_d.sql
2025-09-08 15:10:03.244 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句2]: [ngods.gbupload_viu] -> tmp.ai_gantry_picture_d_tmp_01
2025-09-08 15:10:03.249 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句3]: [ngods.trc_viu] -> tmp.ai_gantry_picture_d_tmp_01
2025-09-08 15:10:03.253 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句4]: [ngdwd.ai_base_gantry_info, tmp.ai_gantry_picture_d_tmp_01] -> ngdwd.ai_gantry_picture_d
2025-09-08 15:10:03.253 [main] INFO  c.d.hive.lineage.SqlFileAnalysisMain - 正在使用 Catalyst 解析文件: hive_filter\ai_audit\ngdwd\sp_ai_gantry_trade_d.sql
2025-09-08 15:10:03.303 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句2]: [ngods.gbupload_etctu] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__01
2025-09-08 15:10:03.308 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句4]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__01] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__02_1
2025-09-08 15:10:03.322 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句6]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__02_1] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__02
2025-09-08 15:10:03.340 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句8]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__02] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__03
2025-09-08 15:10:03.344 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句10]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__03] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__04
2025-09-08 15:10:03.347 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句12]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__04] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__05
2025-09-08 15:10:03.351 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句14]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__04, tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__05] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__06
2025-09-08 15:10:03.402 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句16]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__02, tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__06] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__07
2025-09-08 15:10:03.425 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句18]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__07] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__08
2025-09-08 15:10:03.447 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句20]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__08] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__09
2025-09-08 15:10:03.455 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句22]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__09] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__10
2025-09-08 15:10:03.662 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句24]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__10, tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__07] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__11
2025-09-08 15:10:03.670 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句26]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__11] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__12
2025-09-08 15:10:03.708 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句28]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__11, tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__12] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__13
2025-09-08 15:10:03.711 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句30]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__13] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__14
2025-09-08 15:10:03.714 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句32]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__13, tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__14] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__15
2025-09-08 15:10:03.740 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句34]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__15] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__16
2025-09-08 15:10:03.764 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句36]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__16] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__17
2025-09-08 15:10:03.769 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句38]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__17] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__18
2025-09-08 15:10:03.788 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句40]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__15, tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__18] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__19
2025-09-08 15:10:03.883 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句42]: [tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__13, tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__19] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__20
2025-09-08 15:10:03.957 [main] INFO  c.d.h.l.parser.SparkCatalystParser - 解析到血缘关系[语句43]: [ngods.trc_etctu] -> tmp.ai_gantry_trade_d_tmp__N0D_YYYYMMDD__20
